,access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,fromCSV,segments,bw(GiB/s),Latency(ms),nnodes,tasks_per_node,xfer_str
166,write,105863.9532,106061.3282,0.0142,131072,1024,0.0069,1.8537,0.0566,1.8572,48,3,rw_n-8_ppn-6_tx-1M.csv,32,103.382766796875,14.200000000000001,8,6.0,1M
165,read,353917.1658,22250.0659,0.0646,131072,16384,0.0064,0.5523,0.0353,0.5555,48,3,rw_n-8_ppn-6_tx-16M.csv,32,345.6222322265625,64.60000000000001,8,6.0,16M
164,write,256813.2359,16136.3629,0.0914,131072,16384,0.0073,0.7615,0.0833,0.7656,48,0,rw_n-8_ppn-6_tx-16M.csv,32,250.79417568359375,91.39999999999999,8,6.0,16M
163,read,7447.1466,476661.6363,0.0043,131072,16,0.0064,35.1973,0.2585,35.2006,64,4,rw_n-8_ppn-8_tx-16K.csv,32,7.2726041015625,4.3,8,8.0,16K
162,write,6426.6647,411342.7534,0.005,131072,16,0.0066,40.7865,0.3614,40.7901,64,0,rw_n-8_ppn-8_tx-16K.csv,32,6.27603974609375,5.0,8,8.0,16K
161,read,5606.1945,358832.7689,0.0043,131072,16,0.007,35.0662,0.3193,35.0698,48,0,rw_n-8_ppn-6_tx-16K.csv,32,5.47479931640625,4.3,8,6.0,16K
160,write,4788.8871,306560.0783,0.005,131072,16,0.0129,41.0455,0.3242,41.0551,48,0,rw_n-8_ppn-6_tx-16K.csv,32,4.67664755859375,5.0,8,6.0,16K
192,write,134738.9863,134976.2444,0.0146,131072,1024,0.0066,1.9421,0.1117,1.9456,64,4,rw_n-8_ppn-8_tx-1M.csv,32,131.58104130859374,14.6,8,8.0,1M
193,read,191754.3916,192218.1456,0.0105,131072,1024,0.0065,1.3638,0.028,1.3671,64,0,rw_n-8_ppn-8_tx-1M.csv,32,187.260148046875,10.5,8,8.0,1M
194,write,860814.5078,53905.2601,0.2068,131072,16384,0.0068,1.8236,0.4283,1.8272,384,3,rw_n-8_ppn-48_tx-16M.csv,32,840.6391677734375,206.8,8,48.0,16M
195,read,213647.3645,13358.567,0.9145,131072,16384,0.0064,7.3589,2.4901,7.362,384,4,rw_n-8_ppn-48_tx-16M.csv,32,208.64000439453125,914.5,8,48.0,16M
196,write,26259.3291,1680740.2114,0.0049,131072,16,0.0066,39.9282,0.3748,39.9316,256,1,rw_n-8_ppn-32_tx-16K.csv,32,25.64387607421875,4.8999999999999995,8,32.0,16K
197,read,27940.6965,1788354.2483,0.0044,131072,16,0.0061,37.5255,1.7955,37.5286,256,3,rw_n-8_ppn-32_tx-16K.csv,32,27.28583642578125,4.4,8,32.0,16K
198,write,12989.0187,831373.5738,0.0049,131072,16,0.007,40.3602,0.3383,40.3639,128,3,rw_n-8_ppn-16_tx-16K.csv,32,12.68458857421875,4.8999999999999995,8,16.0,16K
199,read,14438.075,924138.142,0.0043,131072,16,0.0073,36.3089,1.5284,36.3129,128,2,rw_n-8_ppn-16_tx-16K.csv,32,14.0996826171875,4.3,8,16.0,16K
168,write,265038.4857,265513.6392,0.015,131072,1024,0.0069,1.9746,0.0644,1.9782,128,1,rw_n-8_ppn-16_tx-1M.csv,32,258.82664619140627,15.0,8,16.0,1M
169,read,382143.2808,383071.1276,0.0104,131072,1024,0.0065,1.3686,0.048,1.372,128,3,rw_n-8_ppn-16_tx-1M.csv,32,373.18679765625,10.4,8,16.0,1M
170,write,645314.0849,323355.1492,0.0241,131072,2048,0.007,1.6214,0.1327,1.6249,256,1,rw_n-8_ppn-32_tx-2M.csv,32,630.1895360351563,24.1,8,32.0,2M
171,read,586579.8291,293841.4026,0.0272,131072,2048,0.0065,1.7843,0.0663,1.7876,256,0,rw_n-8_ppn-32_tx-2M.csv,32,572.8318643554687,27.2,8,32.0,2M
172,write,130605.9133,65450.653,0.0224,131072,2048,0.0066,1.502,0.0785,1.5054,48,1,rw_n-8_ppn-6_tx-2M.csv,32,127.54483720703125,22.4,8,6.0,2M
173,read,163429.3716,81945.8838,0.0185,131072,2048,0.0066,1.1996,0.0278,1.203,48,4,rw_n-8_ppn-6_tx-2M.csv,32,159.598995703125,18.5,8,6.0,2M
174,write,548153.9709,34385.8888,0.1142,131072,16384,0.0066,0.9529,0.0894,0.9565,128,4,rw_n-8_ppn-16_tx-16M.csv,32,535.3066122070312,114.2,8,16.0,16M
175,read,204319.6808,12786.2345,0.2974,131072,16384,0.0063,2.5628,0.8758,2.566,128,2,rw_n-8_ppn-16_tx-16M.csv,32,199.53093828125,297.4,8,16.0,16M
176,write,473219.9925,473956.6395,0.0172,131072,1024,0.0067,2.2124,0.1002,2.2158,256,4,rw_n-8_ppn-32_tx-1M.csv,32,462.12889892578124,17.2,8,32.0,1M
177,read,544999.0621,545940.5086,0.0143,131072,1024,0.0065,1.9207,0.1874,1.924,256,4,rw_n-8_ppn-32_tx-1M.csv,32,532.2256465820312,14.3,8,32.0,1M
178,write,787013.586,394185.9335,0.0297,131072,2048,0.0077,1.9951,0.282,1.9985,384,3,rw_n-8_ppn-48_tx-2M.csv,32,768.567955078125,29.7,8,48.0,2M
179,read,582020.5602,291361.0,0.0388,131072,2048,0.0065,2.6992,0.417,2.7024,384,2,rw_n-8_ppn-48_tx-2M.csv,32,568.3794533203125,38.800000000000004,8,48.0,2M
180,write,915455.2335,57378.3575,0.1378,131072,16384,0.0063,1.1422,0.0955,1.1454,256,2,rw_n-8_ppn-32_tx-16M.csv,32,893.9992514648437,137.8,8,32.0,16M
181,read,187601.2862,11732.0785,0.651,131072,16384,0.0066,5.5861,0.9682,5.5894,256,1,rw_n-8_ppn-32_tx-16M.csv,32,183.2043810546875,651.0,8,32.0,16M
182,write,559286.8542,560015.6744,0.0208,131072,1024,0.0071,2.8086,0.2463,2.8123,384,2,rw_n-8_ppn-48_tx-1M.csv,32,546.1785685546874,20.8,8,48.0,1M
183,read,777153.9839,778400.0652,0.0155,131072,1024,0.0065,2.0206,0.086,2.0239,384,3,rw_n-8_ppn-48_tx-1M.csv,32,758.9394374023437,15.5,8,48.0,1M
184,write,39217.4326,2510132.9808,0.0049,131072,16,0.0068,40.1028,0.507,40.1062,384,1,rw_n-8_ppn-48_tx-16K.csv,32,38.2982740234375,4.8999999999999995,8,48.0,16K
185,read,39669.1495,2539039.3746,0.0048,131072,16,0.0069,39.6462,0.9337,39.6496,384,0,rw_n-8_ppn-48_tx-16K.csv,32,38.73940380859375,4.8,8,48.0,16K
186,write,180193.5725,90305.3585,0.0221,131072,2048,0.0066,1.4514,0.0667,1.4548,64,1,rw_n-8_ppn-8_tx-2M.csv,32,175.97028564453126,22.1,8,8.0,2M
187,read,219515.9336,110044.6787,0.0182,131072,2048,0.0061,1.1911,0.0296,1.1942,64,4,rw_n-8_ppn-8_tx-2M.csv,32,214.37102890625,18.2,8,8.0,2M
188,write,337370.9912,169044.1179,0.0222,131072,2048,0.0063,1.5507,0.1683,1.554,128,2,rw_n-8_ppn-16_tx-2M.csv,32,329.46385859375,22.2,8,16.0,2M
189,read,378353.5952,189661.0593,0.0211,131072,2048,0.0068,1.3822,0.0511,1.3857,128,3,rw_n-8_ppn-16_tx-2M.csv,32,369.4859328125,21.1,8,16.0,2M
190,write,310513.2629,19483.6114,0.0958,131072,16384,0.0064,0.8409,0.093,0.8442,64,4,rw_n-8_ppn-8_tx-16M.csv,32,303.2356083007812,95.8,8,8.0,16M
191,read,444869.9403,27951.0287,0.0647,131072,16384,0.006,0.5862,0.0744,0.5893,64,2,rw_n-8_ppn-8_tx-16M.csv,32,434.44330107421877,64.69999999999999,8,8.0,16M
224,write,956017.261,956997.9633,0.0234,131072,1024,0.0068,3.2871,0.3217,3.2905,768,4,rw_n-16_ppn-48_tx-1M.csv,32,933.6106064453126,23.400000000000002,16,48.0,1M
225,read,1460511.1617,1462702.1583,0.0163,131072,1024,0.0063,2.1506,0.0862,2.1539,768,4,rw_n-16_ppn-48_tx-1M.csv,32,1426.2804313476563,16.299999999999997,16,48.0,1M
226,write,694350.8119,348001.3406,0.0222,131072,2048,0.007,1.5066,0.1112,1.5102,256,4,rw_n-16_ppn-16_tx-2M.csv,32,678.0769647460937,22.2,16,16.0,2M
227,read,859405.3695,430859.9131,0.0184,131072,2048,0.0065,1.2168,0.0543,1.2201,256,3,rw_n-16_ppn-16_tx-2M.csv,32,839.2630561523438,18.4,16,16.0,2M
228,write,1100427.1832,69033.2328,0.1107,131072,16384,0.0069,0.9493,0.1444,0.9529,256,2,rw_n-16_ppn-16_tx-16M.csv,32,1074.63592109375,110.7,16,16.0,16M
229,read,694552.7946,43506.7497,0.1464,131072,16384,0.0067,1.5063,0.3731,1.5097,256,2,rw_n-16_ppn-16_tx-16M.csv,32,678.2742134765625,146.4,16,16.0,16M
230,write,58187.922,3724364.8113,0.0044,131072,16,0.0064,36.0378,0.4782,36.041,512,2,rw_n-16_ppn-32_tx-16K.csv,32,56.824142578125,4.4,16,32.0,16K
231,read,55562.5395,3556316.8735,0.0046,131072,16,0.0065,37.7407,1.299,37.744,512,1,rw_n-16_ppn-32_tx-16K.csv,32,54.26029248046875,4.6,16,32.0,16K
200,write,14843.1898,950057.285,0.0043,131072,16,0.0068,35.3183,0.2767,35.3218,128,1,rw_n-16_ppn-8_tx-16K.csv,32,14.4953025390625,4.3,16,8.0,16K
201,read,15217.8429,974036.8276,0.004,131072,16,0.0066,34.4488,1.6658,34.4522,128,1,rw_n-16_ppn-8_tx-16K.csv,32,14.86117470703125,4.0,16,8.0,16K
202,write,1185321.8153,593848.0679,0.0262,131072,2048,0.0068,1.7657,0.1297,1.7693,512,4,rw_n-16_ppn-32_tx-2M.csv,32,1157.5408352539062,26.200000000000003,16,32.0,2M
203,read,1188886.6257,595607.8665,0.0267,131072,2048,0.0067,1.7605,0.0742,1.764,512,3,rw_n-16_ppn-32_tx-2M.csv,32,1161.0220954101562,26.700000000000003,16,32.0,2M
204,write,1318163.8068,660029.9293,0.0311,131072,2048,0.0067,2.383,0.4061,2.3864,768,4,rw_n-16_ppn-48_tx-2M.csv,32,1287.269342578125,31.099999999999998,16,48.0,2M
205,read,1179157.9498,590299.4494,0.0391,131072,2048,0.0064,2.6645,0.2688,2.6678,768,4,rw_n-16_ppn-48_tx-2M.csv,32,1151.5214353515626,39.1,16,48.0,2M
206,write,655651.575,41396.8387,0.0892,131072,16384,0.0114,0.7916,0.1028,0.7996,128,0,rw_n-16_ppn-8_tx-16M.csv,32,640.2847412109375,89.2,16,8.0,16M
207,read,895630.7025,56302.9805,0.0664,131072,16384,0.0066,0.582,0.0678,0.5854,128,1,rw_n-16_ppn-8_tx-16M.csv,32,874.6393579101563,66.4,16,8.0,16M
208,write,29700.4437,1901015.2358,0.0043,131072,16,0.0069,35.3016,0.4543,35.3051,256,1,rw_n-16_ppn-16_tx-16K.csv,32,29.00433955078125,4.3,16,16.0,16K
209,read,29819.6824,1908641.0029,0.0041,131072,16,0.0066,35.1605,1.4717,35.1639,256,4,rw_n-16_ppn-16_tx-16K.csv,32,29.12078359375,4.1000000000000005,16,16.0,16K
210,write,1656837.6364,103844.5821,0.1536,131072,16384,0.0069,1.2622,0.0861,1.2658,512,3,rw_n-16_ppn-32_tx-16M.csv,32,1618.005504296875,153.6,16,32.0,16M
211,read,324661.4057,20302.1847,0.7485,131072,16384,0.0069,6.4561,1.176,6.4595,512,2,rw_n-16_ppn-32_tx-16M.csv,32,317.05215400390625,748.5,16,32.0,16M
212,write,81348.1861,5206740.5922,0.0045,131072,16,0.0065,38.6665,2.0106,38.6699,768,2,rw_n-16_ppn-48_tx-16K.csv,32,79.44158798828126,4.5,16,48.0,16K
213,read,77998.192,4992338.2235,0.0048,131072,16,0.0073,40.3271,0.9853,40.3308,768,0,rw_n-16_ppn-48_tx-16K.csv,32,76.170109375,4.8,16,48.0,16K
214,write,373499.522,187203.4598,0.0204,131072,2048,0.0065,1.4003,0.1207,1.4037,128,4,rw_n-16_ppn-8_tx-2M.csv,32,364.745626953125,20.400000000000002,16,8.0,2M
215,read,450218.1059,225748.1646,0.0178,131072,2048,0.0064,1.1612,0.0321,1.1645,128,4,rw_n-16_ppn-8_tx-2M.csv,32,439.6661190429688,17.8,16,8.0,2M
216,write,1692936.5278,106020.3795,0.2253,131072,16384,0.0072,1.8544,0.0738,1.8581,768,1,rw_n-16_ppn-48_tx-16M.csv,32,1653.2583279296875,225.3,16,48.0,16M
217,read,279615.6979,17481.867,1.2998,131072,16384,0.0074,11.2464,1.1457,11.2502,768,0,rw_n-16_ppn-48_tx-16M.csv,32,273.0622049804688,1299.8,16,48.0,16M
218,write,516299.7614,32532.3835,0.0916,131072,16384,0.0096,0.7554,0.0748,0.7616,96,0,rw_n-16_ppn-6_tx-16M.csv,32,504.1989857421875,91.6,16,6.0,16M
219,read,695344.7877,43711.7324,0.0656,131072,16384,0.0064,0.5622,0.046,0.5655,96,1,rw_n-16_ppn-6_tx-16M.csv,32,679.0476442382812,65.60000000000001,16,6.0,16M
220,write,290156.8918,145441.3293,0.0201,131072,2048,0.0065,1.3518,0.0714,1.3552,96,3,rw_n-16_ppn-6_tx-2M.csv,32,283.3563396484375,20.1,16,6.0,2M
221,read,341608.2274,171297.0057,0.0176,131072,2048,0.0065,1.1478,0.0245,1.1511,96,2,rw_n-16_ppn-6_tx-2M.csv,32,333.6017845703125,17.6,16,6.0,2M
222,write,234419.9199,234885.3822,0.0128,131072,1024,0.0064,1.6741,0.0414,1.6774,96,3,rw_n-16_ppn-6_tx-1M.csv,32,228.92570302734376,12.8,16,6.0,1M
223,read,316945.3197,317715.3635,0.0096,131072,1024,0.0059,1.2376,0.0297,1.2406,96,4,rw_n-16_ppn-6_tx-1M.csv,32,309.51691376953124,9.6,16,6.0,1M
232,write,11127.2747,712367.2665,0.0043,131072,16,0.0143,35.327,0.3146,35.338,96,0,rw_n-16_ppn-6_tx-16K.csv,32,10.86647919921875,4.3,16,6.0,16K
233,read,11896.6522,761463.7473,0.004,131072,16,0.0066,33.0493,0.2942,33.0527,96,2,rw_n-16_ppn-6_tx-16K.csv,32,11.6178244140625,4.0,16,6.0,16K
234,write,542461.2694,543449.7587,0.0148,131072,1024,0.0069,1.9295,0.0716,1.933,256,2,rw_n-16_ppn-16_tx-1M.csv,32,529.7473333984375,14.8,16,16.0,1M
235,read,828512.4537,830609.8026,0.0097,131072,1024,0.0064,1.2624,0.0467,1.2656,256,3,rw_n-16_ppn-16_tx-1M.csv,32,809.0941930664062,9.700000000000001,16,16.0,1M
236,write,303209.8338,303798.7925,0.0132,131072,1024,0.0065,1.7258,0.0504,1.7291,128,1,rw_n-16_ppn-8_tx-1M.csv,32,296.1033533203125,13.2,16,8.0,1M
237,read,424750.639,425886.8395,0.0093,131072,1024,0.0064,1.2311,0.0472,1.2343,128,3,rw_n-16_ppn-8_tx-1M.csv,32,414.7955458984375,9.299999999999999,16,8.0,1M
238,write,775313.0304,776323.8403,0.0203,131072,1024,0.0068,2.7014,0.1995,2.7049,512,4,rw_n-16_ppn-32_tx-1M.csv,32,757.14163125,20.299999999999997,16,32.0,1M
239,read,1244362.06,1246870.8808,0.0126,131072,1024,0.0067,1.6819,0.0797,1.6853,512,4,rw_n-16_ppn-32_tx-1M.csv,32,1215.19732421875,12.6,16,32.0,1M
79,read,2146247.3027,1074996.7305,0.0301,131072,2048,0.0067,1.9508,0.0983,1.9543,1024,1,rw_n-32_ppn-32_tx-2M.csv,32,2095.9446315429686,30.099999999999998,32,32.0,2M
78,write,1438667.8662,720161.216,0.0439,131072,2048,0.0064,2.9121,0.5932,2.9154,1024,2,rw_n-32_ppn-32_tx-2M.csv,32,1404.9490880859375,43.9,32,32.0,2M
77,read,152146.0947,9738253.4187,0.0048,131072,16,0.0076,41.3476,2.2388,41.3514,1536,0,rw_n-32_ppn-48_tx-16K.csv,32,148.58017060546874,4.8,32,48.0,16K
76,write,132998.9639,8512725.2804,0.0055,131072,16,0.0081,47.3002,4.0321,47.3045,1536,0,rw_n-32_ppn-48_tx-16K.csv,32,129.88180068359375,5.5,32,48.0,16K
75,read,704575.1689,353307.1474,0.017,131072,2048,0.0071,1.113,0.0458,1.1162,192,4,rw_n-32_ppn-6_tx-2M.csv,32,688.0616883789063,17.0,32,6.0,2M
74,write,613255.4519,307490.4462,0.0194,131072,2048,0.0069,1.2788,0.0891,1.2824,192,1,rw_n-32_ppn-6_tx-2M.csv,32,598.8822772460937,19.400000000000002,32,6.0,2M
73,read,827790.9154,829977.3223,0.0096,131072,1024,0.0064,1.2634,0.0552,1.2667,256,1,rw_n-32_ppn-8_tx-1M.csv,32,808.3895658203126,9.6,32,8.0,1M
72,write,577353.4533,578462.5227,0.0138,131072,1024,0.0066,1.8127,0.0712,1.8162,256,4,rw_n-32_ppn-8_tx-1M.csv,32,563.8217317382813,13.799999999999999,32,8.0,1M
48,write,1085336.7678,68165.7437,0.0881,131072,16384,0.0067,0.7211,0.0886,0.7246,192,3,rw_n-32_ppn-6_tx-16M.csv,32,1059.8991873046875,88.1,32,6.0,16M
49,read,1366645.2119,85918.3195,0.0667,131072,16384,0.0065,0.5721,0.0528,0.5754,192,3,rw_n-32_ppn-6_tx-16M.csv,32,1334.6144647460937,66.69999999999999,32,6.0,16M
50,write,478714.3631,479770.702,0.0124,131072,1024,0.007,1.6392,0.0469,1.6428,192,1,rw_n-32_ppn-6_tx-1M.csv,32,467.49449521484377,12.4,32,6.0,1M
51,read,607281.573,608861.2197,0.0099,131072,1024,0.0065,1.2916,0.041,1.295,192,2,rw_n-32_ppn-6_tx-1M.csv,32,593.0484111328125,9.9,32,6.0,1M
52,write,60036.4561,3842792.4793,0.0042,131072,16,0.0075,34.9271,0.4841,34.9313,512,0,rw_n-32_ppn-16_tx-16K.csv,32,58.62935166015625,4.2,32,16.0,16K
53,read,56789.6857,3634891.7809,0.0044,131072,16,0.007,36.9248,0.9285,36.9284,512,0,rw_n-32_ppn-16_tx-16K.csv,32,55.45867744140625,4.4,32,16.0,16K
54,write,2220464.0565,138962.9134,0.333,131072,16384,0.0072,2.8296,0.4594,2.8334,1536,2,rw_n-32_ppn-48_tx-16M.csv,32,2168.421930175781,333.0,32,48.0,16M
55,read,560062.1,35014.2332,1.3275,131072,16384,0.0065,11.2302,0.8432,11.2335,1536,2,rw_n-32_ppn-48_tx-16M.csv,32,546.93564453125,1327.5,32,48.0,16M
56,write,793633.8375,397844.3281,0.0198,131072,2048,0.0065,1.3178,0.0736,1.3212,256,2,rw_n-32_ppn-8_tx-2M.csv,32,775.0330444335938,19.8,32,8.0,2M
57,read,969360.02,486246.9749,0.0161,131072,2048,0.0067,1.0782,0.0631,1.0817,256,3,rw_n-32_ppn-8_tx-2M.csv,32,946.64064453125,16.1,32,8.0,2M
58,write,1831922.4782,114670.0533,0.2543,131072,16384,0.0068,2.2861,0.6864,2.2896,1024,2,rw_n-32_ppn-32_tx-16M.csv,32,1788.9867951171875,254.30000000000004,32,32.0,16M
59,read,495848.6655,31003.4353,0.977,131072,16384,0.0069,8.4553,1.7466,8.4588,1024,4,rw_n-32_ppn-32_tx-16M.csv,32,484.22721240234375,977.0,32,32.0,16M
60,write,985172.5802,492867.4509,0.0941,131072,2048,0.0071,6.3825,1.1268,6.3861,1536,2,rw_n-32_ppn-48_tx-2M.csv,32,962.0825978515625,94.10000000000001,32,48.0,2M
61,read,2085392.4786,1044094.7336,0.0428,131072,2048,0.0077,3.0129,0.3831,3.0169,1536,0,rw_n-32_ppn-48_tx-2M.csv,32,2036.5160923828125,42.8,32,48.0,2M
62,write,1764912.5654,110629.365,0.1431,131072,16384,0.0067,1.1848,0.1827,1.1882,512,2,rw_n-32_ppn-16_tx-16M.csv,32,1723.5474271484375,143.1,32,16.0,16M
63,read,2036720.5585,127711.1623,0.1102,131072,16384,0.0066,1.0263,0.1741,1.0297,512,3,rw_n-32_ppn-16_tx-16M.csv,32,1988.9849204101563,110.2,32,16.0,16M
40,write,23440.9671,1500559.6263,0.0041,131072,16,0.012,33.5419,0.3597,33.5495,192,0,rw_n-32_ppn-6_tx-16K.csv,32,22.89156943359375,4.1000000000000005,32,6.0,16K
41,read,21981.9087,1406977.7969,0.0042,131072,16,0.0067,35.7729,1.6049,35.7763,192,4,rw_n-32_ppn-6_tx-16K.csv,32,21.46670771484375,4.2,32,6.0,16K
42,write,951293.9637,951804.9103,0.0452,131072,1024,0.0072,6.61,2.0657,6.6136,1536,1,rw_n-32_ppn-48_tx-1M.csv,32,928.9980114257812,45.199999999999996,32,48.0,1M
43,read,1278835.1706,1279782.1089,0.0266,131072,1024,0.0081,4.916,1.6038,4.9197,1536,0,rw_n-32_ppn-48_tx-1M.csv,32,1248.8624712890626,26.599999999999998,32,48.0,1M
44,write,1389860.4185,87271.1391,0.0879,131072,16384,0.0068,0.7509,0.0872,0.7544,256,2,rw_n-32_ppn-8_tx-16M.csv,32,1357.2855649414062,87.9,32,8.0,16M
45,read,1726659.3347,108515.7169,0.07,131072,16384,0.0065,0.6039,0.0674,0.6073,256,3,rw_n-32_ppn-8_tx-16M.csv,32,1686.1907565429688,70.0,32,8.0,16M
46,write,1019186.2473,1020056.4947,0.0303,131072,1024,0.0069,4.1118,0.6513,4.1153,1024,1,rw_n-32_ppn-32_tx-1M.csv,32,995.2990696289063,30.3,32,32.0,1M
47,read,1507134.9168,1508984.5945,0.0193,131072,1024,0.0066,2.7796,0.3725,2.783,1024,0,rw_n-32_ppn-32_tx-1M.csv,32,1471.8114421875,19.3,32,32.0,1M
71,read,1587280.8507,795603.5879,0.0196,131072,2048,0.0063,1.318,0.0735,1.3212,512,1,rw_n-32_ppn-16_tx-2M.csv,32,1550.0789557617188,19.599999999999998,32,16.0,2M
70,write,826883.8786,414014.9167,0.0369,131072,2048,0.0068,2.5327,0.647,2.5362,512,2,rw_n-32_ppn-16_tx-2M.csv,32,807.5037876953126,36.900000000000006,32,16.0,2M
69,read,1308198.3762,1310841.1831,0.012,131072,1024,0.0063,1.5999,0.0996,1.6031,512,0,rw_n-32_ppn-16_tx-1M.csv,32,1277.5374767578126,12.0,32,16.0,1M
68,write,770394.8873,771342.3752,0.0201,131072,1024,0.0066,2.7188,0.287,2.7222,512,1,rw_n-32_ppn-16_tx-1M.csv,32,752.3387571289062,20.1,32,16.0,1M
67,read,28801.6328,1843476.3019,0.0042,131072,16,0.0066,36.4034,1.9495,36.4068,256,1,rw_n-32_ppn-8_tx-16K.csv,32,28.12659453125,4.2,32,8.0,16K
66,write,30979.6266,1982941.6263,0.0041,131072,16,0.0075,33.8431,0.4181,33.8473,256,0,rw_n-32_ppn-8_tx-16K.csv,32,30.2535416015625,4.1000000000000005,32,8.0,16K
65,read,103883.461,6649089.1101,0.0047,131072,16,0.0064,40.3718,2.0033,40.3751,1024,2,rw_n-32_ppn-32_tx-16K.csv,32,101.4486923828125,4.7,32,32.0,16K
64,write,95541.129,6115107.7965,0.005,131072,16,0.0065,43.8971,3.6424,43.9005,1024,2,rw_n-32_ppn-32_tx-16K.csv,32,93.3018837890625,5.0,32,32.0,16K
